pokedex_number,name,type1,type2,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fighting,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,percentage_male,classfication,height_m,weight_kg,capture_rate,base_egg_steps,abilities,experience_growth,base_happiness,hp,attack,defense,sp_attack,sp_defense,speed,base_total,generation,is_legendary
636,Larvesta,bug,fire,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,50,Torch Pok̩mon,1.1,28.8,45,10240,"['Flame Body', 'Swarm']",1250000,70,55,85,55,50,55,60,360,5,0
637,Volcarona,bug,fire,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,50,Sun Pok̩mon,1.6,46,15,10240,"['Flame Body', 'Swarm']",1250000,70,85,60,65,135,105,100,550,5,0
638,Cobalion,steel,fighting,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,,Iron Will Pok̩mon,2.1,250,3,20480,['Justified'],1250000,35,91,90,129,90,72,108,580,5,1
639,Terrakion,rock,fighting,0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2,,Cavern Pok̩mon,1.9,260,3,20480,['Justified'],1250000,35,91,129,90,72,90,108,580,5,1
640,Virizion,grass,fighting,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,,Grassland Pok̩mon,2,200,3,20480,['Justified'],1250000,35,91,90,72,90,129,108,580,5,1
641,Tornadus,flying,,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,100,Cyclone Pok̩mon,1.5,63,3,30720,"['Prankster', 'Defiant', 'Regenerator']",1250000,90,79,100,80,110,90,121,580,5,1
642,Thundurus,electric,flying,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,100,Bolt Strike Pok̩mon,1.5,61,3,30720,"['Prankster', 'Defiant', 'Volt Absorb']",1250000,90,79,105,70,145,80,101,580,5,1
643,Reshiram,dragon,fire,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,,Vast White Pok̩mon,3.2,330,3,30720,['Turboblaze'],1250000,0,100,120,100,150,120,90,680,5,1
644,Zekrom,dragon,electric,1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5,,Deep Black Pok̩mon,2.9,345,3,30720,['Teravolt'],1250000,0,100,150,120,120,100,90,680,5,1
645,Landorus,ground,flying,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,100,Abundance Pok̩mon,1.5,68,3,30720,"['Sand Force', 'Sheer Force', 'Intimidate']",1250000,90,89,145,90,105,80,91,600,5,1
646,Kyurem,dragon,ice,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,,Boundary Pok̩mon,3,325,3,30720,"['Pressure', 'Teravolt', 'Turboblaze']",1250000,0,125,120,90,170,100,95,700,5,1
647,Keldeo,water,fighting,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,,Colt Pok̩mon,1.4,48.5,3,20480,['Justified'],1250000,35,91,72,90,129,90,108,580,5,1
648,Meloetta,normal,psychic,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,,Melody Pok̩mon,0.6,6.5,3,30720,['Serene Grace'],1250000,100,100,128,90,77,77,128,600,5,1
649,Genesect,bug,steel,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,,Paleozoic Pok̩mon,1.5,82.5,3,30720,['Download'],1250000,0,71,120,95,120,95,99,600,5,1
650,Chespin,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,Spiky Nut Pok̩mon,0.4,9,45,5120,"['Overgrow', 'Bulletproof']",1059860,70,56,61,65,48,45,38,313,6,0
651,Quilladin,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,Spiny Armor Pok̩mon,0.7,29,45,5120,"['Overgrow', 'Bulletproof']",1059860,70,61,78,95,56,58,57,405,6,0
652,Chesnaught,grass,fighting,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,88.1,Spiny Armor Pok̩mon,1.6,90,45,5120,"['Overgrow', 'Bulletproof']",1059860,70,88,107,122,74,75,64,530,6,0
653,Fennekin,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,88.1,Fox Pok̩mon,0.4,9.4,45,5120,"['Blaze', 'Magician']",1059860,70,40,45,40,62,60,60,307,6,0
654,Braixen,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,88.1,Fox Pok̩mon,1,14.5,45,5120,"['Blaze', 'Magician']",1059860,70,59,59,58,90,70,73,409,6,0
655,Delphox,fire,psychic,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,88.1,Fox Pok̩mon,1.5,39,45,5120,"['Blaze', 'Magician']",1059860,70,75,69,72,114,100,104,534,6,0
656,Froakie,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,Bubble Frog Pok̩mon,0.3,7,45,5120,"['Torrent', 'Protean']",1059860,70,41,56,40,62,44,71,314,6,0
657,Frogadier,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,Bubble Frog Pok̩mon,0.6,10.9,45,5120,"['Torrent', 'Protean']",1059860,70,54,63,52,83,56,97,405,6,0
658,Greninja,water,dark,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,88.1,Ninja Pok̩mon,1.5,40,45,5120,"['Torrent', 'Protean', 'Battle Bond']",1059860,70,72,145,67,153,71,132,640,6,0
659,Bunnelby,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,Digging Pok̩mon,0.4,5,255,3840,"['Pickup', 'Cheek Pouch', 'Huge Power']",1000000,70,38,36,38,32,36,57,237,6,0
660,Diggersby,normal,ground,1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2,50,Digging Pok̩mon,1,42.4,127,3840,"['Pickup', 'Cheek Pouch', 'Huge Power']",1000000,70,85,56,77,50,77,78,423,6,0
661,Fletchling,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,Tiny Robin Pok̩mon,0.3,1.7,255,3840,"['Big Pecks', 'Gale Wings']",1059860,70,45,50,43,40,38,62,278,6,0
662,Fletchinder,fire,flying,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,50,Ember Pok̩mon,0.7,16,120,3840,"['Flame Body', 'Gale Wings']",1059860,70,62,73,55,56,52,84,382,6,0
663,Talonflame,fire,flying,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,50,Scorching Pok̩mon,1.2,24.5,45,3840,"['Flame Body', 'Gale Wings']",1059860,70,78,81,71,74,69,126,499,6,0
664,Scatterbug,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,Scatterdust Pok̩mon,0.3,2.5,255,3840,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",1000000,70,38,35,40,27,25,35,200,6,0
665,Spewpa,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,Scatterdust Pok̩mon,0.3,8.4,120,3840,"['Shed Skin', 'Friend Guard']",1000000,70,45,22,60,27,30,29,213,6,0
666,Vivillon,bug,flying,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,50,Scale Pok̩mon,1.2,17,45,3840,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",1000000,70,80,52,50,90,50,89,411,6,0
667,Litleo,fire,normal,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,11.2,Lion Cub Pok̩mon,0.6,13.5,220,5120,"['Rivalry', 'Unnerve', 'Moxie']",1059860,70,62,50,58,73,54,72,369,6,0
668,Pyroar,fire,normal,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,11.2,Royal Pok̩mon,1.5,81.5,65,5120,"['Rivalry', 'Unnerve', 'Moxie']",1059860,70,86,68,72,109,66,106,507,6,0
669,Flab̩b̩,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,0,Single Bloom Pok̩mon,0.1,0.1,225,5120,"['Flower Veil', 'Symbiosis']",1000000,70,44,38,39,61,79,42,303,6,0
670,Floette,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,0,Fairy Pok̩mon,0.2,0.9,120,5120,"['Flower Veil', 'Symbiosis']",1000000,70,74,65,67,125,128,92,551,6,0
671,Florges,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,0,Garden Pok̩mon,1.1,10,45,5120,"['Flower Veil', 'Symbiosis']",1000000,70,78,65,68,112,154,75,552,6,0
672,Skiddo,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,Mount Pok̩mon,0.9,31,200,5120,"['Sap Sipper', 'Grass Pelt']",1000000,70,66,65,48,62,57,52,350,6,0
673,Gogoat,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,Mount Pok̩mon,1.7,91,45,5120,"['Sap Sipper', 'Grass Pelt']",1000000,70,123,100,62,97,81,68,531,6,0
674,Pancham,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,50,Playful Pok̩mon,0.6,8,220,6400,"['Iron Fist', 'Mold Breaker', 'Scrappy']",1000000,70,67,82,62,46,48,43,348,6,0
675,Pangoro,fighting,dark,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,50,Daunting Pok̩mon,2.1,136,65,6400,"['Iron Fist', 'Mold Breaker', 'Scrappy']",1000000,70,95,124,78,69,71,58,495,6,0
676,Furfrou,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,Poodle Pok̩mon,1.2,28,160,5120,['Fur Coat'],1000000,70,75,80,60,65,90,102,472,6,0
677,Espurr,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,Restraint Pok̩mon,0.3,3.5,190,5120,"['Keen Eye', 'Infiltrator', 'Own Tempo']",1000000,70,62,48,54,63,60,68,355,6,0
678,Meowstic,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,Constraint Pok̩mon,0.6,8.5,75,5120,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",1000000,70,74,48,76,83,81,104,466,6,0
679,Honedge,steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,50,Sword Pok̩mon,0.8,2,180,5120,['No Guard'],1000000,70,45,80,100,35,37,28,325,6,0
680,Doublade,steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,50,Sword Pok̩mon,0.8,4.5,90,5120,['No Guard'],1000000,70,59,110,150,45,49,35,448,6,0
681,Aegislash,steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,50,Royal Sword Pok̩mon,1.7,53,45,5120,['Stance Change'],1000000,70,60,150,50,150,50,60,520,6,0
682,Spritzee,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,50,Perfume Pok̩mon,0.2,0.5,200,5120,"['Healer', 'Aroma Veil']",1000000,70,78,52,60,63,65,23,341,6,0
683,Aromatisse,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,50,Fragrance Pok̩mon,0.8,15.5,140,5120,"['Healer', 'Aroma Veil']",1000000,70,101,72,72,99,89,29,462,6,0
684,Swirlix,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,50,Cotton Candy Pok̩mon,0.4,3.5,200,5120,"['Sweet Veil', 'Unburden']",1000000,70,62,48,66,59,57,49,341,6,0
685,Slurpuff,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,50,Meringue Pok̩mon,0.8,5,140,5120,"['Sweet Veil', 'Unburden']",1000000,70,82,80,86,85,75,72,480,6,0
686,Inkay,dark,psychic,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,50,Revolving Pok̩mon,0.4,3.5,190,5120,"['Contrary', 'Suction Cups', 'Infiltrator']",1000000,70,53,54,53,37,46,45,288,6,0
687,Malamar,dark,psychic,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,50,Overturning Pok̩mon,1.5,47,80,5120,"['Contrary', 'Suction Cups', 'Infiltrator']",1000000,70,86,92,88,68,75,73,482,6,0
688,Binacle,rock,water,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,50,Two-Handed Pok̩mon,0.5,31,120,5120,"['Tough Claws', 'Sniper', 'Pickpocket']",1000000,70,42,52,67,39,56,50,306,6,0
689,Barbaracle,rock,water,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,50,Collective Pok̩mon,1.3,96,45,5120,"['Tough Claws', 'Sniper', 'Pickpocket']",1000000,70,72,105,115,54,86,68,500,6,0
690,Skrelp,poison,water,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,50,Mock Kelp Pok̩mon,0.5,7.3,225,5120,"['Poison Point', 'Poison Touch', 'Adaptability']",1000000,70,50,60,60,60,60,30,320,6,0
691,Dragalge,poison,dragon,0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5,50,Mock Kelp Pok̩mon,1.8,81.5,55,5120,"['Poison Point', 'Poison Touch', 'Adaptability']",1000000,70,65,75,90,97,123,44,494,6,0
692,Clauncher,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,Water Gun Pok̩mon,0.5,8.3,225,3840,['Mega Launcher'],1250000,70,50,53,62,58,63,44,330,6,0
693,Clawitzer,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,Howitzer Pok̩mon,1.3,35.3,55,3840,['Mega Launcher'],1250000,70,71,73,88,120,89,59,500,6,0
694,Helioptile,electric,normal,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,50,Generator Pok̩mon,0.5,6,190,5120,"['Dry Skin', 'Sand Veil', 'Solar Power']",1000000,70,44,38,33,61,43,70,289,6,0
695,Heliolisk,electric,normal,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,50,Generator Pok̩mon,1,21,75,5120,"['Dry Skin', 'Sand Veil', 'Solar Power']",1000000,70,62,55,52,109,94,109,481,6,0
696,Tyrunt,rock,dragon,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,88.1,Royal Heir Pok̩mon,0.8,26,45,7680,"['Strong Jaw', 'Sturdy']",1000000,70,58,89,77,45,45,48,362,6,0
697,Tyrantrum,rock,dragon,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,88.1,Despot Pok̩mon,2.5,270,45,7680,"['Strong Jaw', 'Rock Head']",1000000,70,82,121,119,69,59,71,521,6,0
698,Amaura,rock,ice,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,88.1,Tundra Pok̩mon,1.3,25.2,45,7680,"['Refrigerate', 'Snow Warning']",1000000,70,77,59,50,67,63,46,362,6,0
699,Aurorus,rock,ice,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,88.1,Tundra Pok̩mon,2.7,225,45,7680,"['Refrigerate', 'Snow Warning']",1000000,70,123,77,72,99,92,58,521,6,0
700,Sylveon,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,88.1,Intertwining Pok̩mon,1,23.5,45,8960,"['Cute Charm', 'Pixilate']",1000000,70,95,65,65,110,130,60,525,6,0
701,Hawlucha,fighting,flying,0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1,50,Wrestling Pok̩mon,0.8,21.5,100,5120,"['Limber', 'Unburden', 'Mold Breaker']",1000000,70,78,92,75,74,63,118,500,6,0
702,Dedenne,electric,fairy,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,50,Antenna Pok̩mon,0.2,2.2,180,5120,"['Cheek Pouch', 'Pickup', 'Plus']",1000000,70,67,58,57,81,67,101,431,6,0
703,Carbink,rock,fairy,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,,Jewel Pok̩mon,0.3,5.7,60,6400,"['Clear Body', 'Sturdy']",1250000,70,50,50,150,50,150,50,500,6,0
704,Goomy,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,Soft Tissue Pok̩mon,0.3,2.8,45,10240,"['Sap Sipper', 'Hydration', 'Gooey']",1250000,35,45,50,35,55,75,40,300,6,0
705,Sliggoo,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,Soft Tissue Pok̩mon,0.8,17.5,45,10240,"['Sap Sipper', 'Hydration', 'Gooey']",1250000,35,68,75,53,83,113,60,452,6,0
706,Goodra,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,Dragon Pok̩mon,2,150.5,45,10240,"['Sap Sipper', 'Hydration', 'Gooey']",1250000,35,90,100,70,110,150,80,600,6,0
707,Klefki,steel,fairy,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,50,Key Ring Pok̩mon,0.2,3,75,5120,"['Prankster', 'Magician']",800000,70,57,80,91,80,87,75,470,6,0
708,Phantump,ghost,grass,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,50,Stump Pok̩mon,0.4,7,120,5120,"['Natural Cure', 'Frisk', 'Harvest']",1000000,70,43,70,48,50,60,38,309,6,0
709,Trevenant,ghost,grass,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,50,Elder Tree Pok̩mon,1.5,71,60,5120,"['Natural Cure', 'Frisk', 'Harvest']",1000000,70,85,110,76,65,82,56,474,6,0
710,Pumpkaboo,ghost,grass,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,50,Pumpkin Pok̩mon,0.8,15,120,5120,"['Pickup', 'Frisk', 'Insomnia']",1000000,70,59,66,70,44,55,41,335,6,0
711,Gourgeist,ghost,grass,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,50,Pumpkin Pok̩mon,1.7,39,60,5120,"['Pickup', 'Frisk', 'Insomnia']",1000000,70,85,100,122,58,75,54,494,6,0
712,Bergmite,ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,Ice Chunk Pok̩mon,1,99.5,190,5120,"['Own Tempo', 'Ice Body', 'Sturdy']",1000000,70,55,69,85,32,35,28,304,6,0
713,Avalugg,ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,Iceberg Pok̩mon,2,505,55,5120,"['Own Tempo', 'Ice Body', 'Sturdy']",1000000,70,95,117,184,44,46,28,514,6,0
714,Noibat,flying,dragon,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,50,Sound Wave Pok̩mon,0.5,8,190,5120,"['Frisk', 'Infiltrator', 'Telepathy']",1000000,70,40,30,35,45,40,55,245,6,0
715,Noivern,flying,dragon,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,50,Sound Wave Pok̩mon,1.5,85,45,5120,"['Frisk', 'Infiltrator', 'Telepathy']",1000000,70,85,70,80,97,80,123,535,6,0
716,Xerneas,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,,Life Pok̩mon,3,215,45,30720,['Fairy Aura'],1250000,0,126,131,95,131,98,99,680,6,1
717,Yveltal,dark,flying,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,,Destruction Pok̩mon,5.8,203,45,30720,['Dark Aura'],1250000,0,126,131,95,131,98,99,680,6,1
718,Zygarde,dragon,ground,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,,Order Pok̩mon,5,284.6,3,30720,"['Aura Break', 'Power Construct']",1250000,0,216,100,121,91,95,85,708,6,1
719,Diancie,rock,fairy,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,,Jewel Pok̩mon,0.7,8.8,3,6400,['Clear Body'],1250000,70,50,160,110,160,110,110,700,6,1
720,Hoopa,psychic,ghost,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,,Mischief Pok̩mon (Confined)Djinn Pok̩monn (Unbound),0.5,9,3,30720,['Magician'],1250000,100,80,160,60,170,130,80,680,6,1
721,Volcanion,fire,water,0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1,,Steam Pok̩mon,1.7,195,3,30720,['Water Absorb'],1250000,100,80,110,120,130,90,70,600,6,1
722,Rowlet,grass,flying,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,88.1,Grass Quill Pok̩mon,0.3,1.5,45,3840,"['Overgrow', 'Long Reach']",1059860,70,68,55,55,50,50,42,320,7,0
723,Dartrix,grass,flying,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,88.1,Blade Quill Pok̩mon,0.7,16,45,3840,"['Overgrow', 'Long Reach']",1059860,70,78,75,75,70,70,52,420,7,0
724,Decidueye,grass,ghost,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,88.1,Arrow Quill Pok̩mon,1.6,36.6,45,3840,"['Overgrow', 'Long Reach']",1059860,70,78,107,75,100,100,70,530,7,0
725,Litten,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,88.1,Fire Cat Pok̩mon,0.4,4.3,45,3840,"['Blaze', 'Intimidate']",1059860,70,45,65,40,60,40,70,320,7,0
726,Torracat,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,88.1,Fire Cat Pok̩mon,0.7,25,45,3840,"['Blaze', 'Intimidate']",1059860,70,65,85,50,80,50,90,420,7,0
727,Incineroar,fire,dark,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,88.1,Heel Pok̩mon,1.8,83,45,3840,"['Blaze', 'Intimidate']",1059860,70,95,115,90,80,90,60,530,7,0
728,Popplio,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,Sea Lion Pok̩mon,0.4,7.5,45,3840,"['Torrent', 'Liquid Voice']",1059860,70,50,54,54,66,56,40,320,7,0
729,Brionne,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,Pop Star Pok̩mon,0.6,17.5,45,3840,"['Torrent', 'Liquid Voice']",1059860,70,60,69,69,91,81,50,420,7,0
730,Primarina,water,fairy,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,88.1,Soloist Pok̩mon,1.8,44,45,3840,"['Torrent', 'Liquid Voice']",1059860,70,80,74,74,126,116,60,530,7,0
731,Pikipek,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,Woodpecker Pok̩mon,0.3,1.2,255,3840,"['Keen Eye', 'Skill Link', 'Pickup']",1000000,70,35,75,30,30,30,65,265,7,0
732,Trumbeak,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,Bugle Beak Pok̩mon,0.6,14.8,120,3840,"['Keen Eye', 'Skill Link', 'Pickup']",1000000,70,55,85,50,40,50,75,355,7,0
733,Toucannon,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,Cannon Pok̩mon,1.1,26,45,3840,"['Keen Eye', 'Skill Link', 'Sheer Force']",1000000,70,80,120,75,75,75,60,485,7,0
734,Yungoos,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,Loitering Pok̩mon,0.4,6,255,3840,"['Stakeout', 'Strong Jaw', 'Adaptability']",1000000,70,48,70,30,30,30,45,253,7,0
735,Gumshoos,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,Stakeout Pok̩mon,0.7,14.2,127,3840,"['Stakeout', 'Strong Jaw', 'Adaptability']",1000000,70,88,110,60,55,60,45,418,7,0
736,Grubbin,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,Larva Pok̩mon,0.4,4.4,255,3840,['Swarm'],1000000,70,47,62,45,55,45,46,300,7,0
737,Charjabug,bug,electric,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,50,Battery Pok̩mon,0.5,10.5,120,3840,['Battery'],1000000,70,57,82,95,55,75,36,400,7,0
738,Vikavolt,bug,electric,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,50,Stag Beetle Pok̩mon,1.5,45,45,3840,['Levitate'],1000000,70,77,70,90,145,75,43,500,7,0
739,Crabrawler,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,50,Boxing Pok̩mon,0.6,7,225,5120,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",1000000,70,47,82,57,42,47,63,338,7,0
740,Crabominable,fighting,ice,0.5,0.5,1,1,2,2,2,2,1,1,1,0.5,1,1,2,1,2,1,50,Woolly Crab Pok̩mon,1.7,180,60,5120,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",1000000,70,97,132,77,62,67,43,478,7,0
741,Oricorio,fire,flying,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,24.6,Dancing Pok̩mon,0.6,3.4,45,5120,['Dancer'],1000000,70,75,70,70,98,70,93,476,7,0
742,Cutiefly,bug,fairy,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,50,Bee Fly Pok̩mon,0.1,0.2,190,5120,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",1000000,70,40,45,40,55,40,84,304,7,0
